ID,Display Text,Title,Description,Icon,X,Y,Background,Frame,Is Hidden,Should Announce,Should Show Toast,Parent,Children,Reward Experience,Reward Loot,Reward Recipes,Reward Function
minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal,minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:light_gray_dye_from_ink_bonemeal,null
minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy,minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:light_gray_dye_from_oxeye_daisy,null
minecraft:recipes/misc/light_gray_dye_from_white_tulip,minecraft:recipes/misc/light_gray_dye_from_white_tulip§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:light_gray_dye_from_white_tulip,null
minecraft:recipes/misc/lime_dye,minecraft:recipes/misc/lime_dye§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:lime_dye,null
minecraft:recipes/misc/magenta_dye_from_allium,minecraft:recipes/misc/magenta_dye_from_allium§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:magenta_dye_from_allium,null
minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal,minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:magenta_dye_from_lapis_ink_bonemeal,null
minecraft:recipes/misc/magenta_dye_from_lapis_red_pink,minecraft:recipes/misc/magenta_dye_from_lapis_red_pink§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:magenta_dye_from_lapis_red_pink,null
minecraft:recipes/misc/magenta_dye_from_lilac,minecraft:recipes/misc/magenta_dye_from_lilac§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:magenta_dye_from_lilac,null
minecraft:recipes/misc/magenta_dye_from_purple_and_pink,minecraft:recipes/misc/magenta_dye_from_purple_and_pink§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:magenta_dye_from_purple_and_pink,null
minecraft:recipes/misc/map,minecraft:recipes/misc/map§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:map,null
minecraft:recipes/misc/melon_seeds,minecraft:recipes/misc/melon_seeds§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:melon_seeds,null
minecraft:recipes/misc/orange_dye_from_orange_tulip,minecraft:recipes/misc/orange_dye_from_orange_tulip§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:orange_dye_from_orange_tulip,null
minecraft:recipes/misc/orange_dye_from_red_yellow,minecraft:recipes/misc/orange_dye_from_red_yellow§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:orange_dye_from_red_yellow,null
minecraft:recipes/misc/paper,minecraft:recipes/misc/paper§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:paper,null
minecraft:recipes/misc/pink_dye_from_peony,minecraft:recipes/misc/pink_dye_from_peony§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:pink_dye_from_peony,null
minecraft:recipes/misc/pink_dye_from_pink_tulip,minecraft:recipes/misc/pink_dye_from_pink_tulip§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:pink_dye_from_pink_tulip,null
minecraft:recipes/misc/pink_dye_from_red_bonemeal,minecraft:recipes/misc/pink_dye_from_red_bonemeal§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:pink_dye_from_red_bonemeal,null
minecraft:recipes/misc/pumpkin_seeds,minecraft:recipes/misc/pumpkin_seeds§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:pumpkin_seeds,null
minecraft:recipes/misc/purple_dye,minecraft:recipes/misc/purple_dye§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:purple_dye,null
minecraft:recipes/misc/red_dye_from_beetroot,minecraft:recipes/misc/red_dye_from_beetroot§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:red_dye_from_beetroot,null
minecraft:recipes/misc/red_dye_from_poppy,minecraft:recipes/misc/red_dye_from_poppy§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:red_dye_from_poppy,null
minecraft:recipes/misc/red_dye_from_rose_bush,minecraft:recipes/misc/red_dye_from_rose_bush§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:red_dye_from_rose_bush,null
minecraft:recipes/misc/red_dye_from_tulip,minecraft:recipes/misc/red_dye_from_tulip§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:red_dye_from_tulip,null
minecraft:recipes/misc/slime_ball,minecraft:recipes/misc/slime_ball§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:slime_ball,null
minecraft:recipes/misc/stick,minecraft:recipes/misc/stick§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stick,null
minecraft:recipes/misc/sugar,minecraft:recipes/misc/sugar§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:sugar,null
minecraft:recipes/misc/wheat,minecraft:recipes/misc/wheat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wheat,null
minecraft:recipes/misc/writable_book,minecraft:recipes/misc/writable_book§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:writable_book,null
minecraft:recipes/misc/yellow_dye_from_dandelion,minecraft:recipes/misc/yellow_dye_from_dandelion§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:yellow_dye_from_dandelion,null
minecraft:recipes/misc/yellow_dye_from_sunflower,minecraft:recipes/misc/yellow_dye_from_sunflower§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:yellow_dye_from_sunflower,null
minecraft:recipes/redstone/acacia_door,minecraft:recipes/redstone/acacia_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:acacia_door,null
minecraft:recipes/redstone/acacia_fence_gate,minecraft:recipes/redstone/acacia_fence_gate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:acacia_fence_gate,null
minecraft:recipes/redstone/birch_door,minecraft:recipes/redstone/birch_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:birch_door,null
minecraft:recipes/redstone/birch_fence_gate,minecraft:recipes/redstone/birch_fence_gate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:birch_fence_gate,null
minecraft:recipes/redstone/comparator,minecraft:recipes/redstone/comparator§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:comparator,null
minecraft:recipes/redstone/dark_oak_door,minecraft:recipes/redstone/dark_oak_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:dark_oak_door,null
minecraft:recipes/redstone/dark_oak_fence_gate,minecraft:recipes/redstone/dark_oak_fence_gate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:dark_oak_fence_gate,null
minecraft:recipes/redstone/daylight_detector,minecraft:recipes/redstone/daylight_detector§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:daylight_detector,null
minecraft:recipes/redstone/dispenser,minecraft:recipes/redstone/dispenser§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:dispenser,null
minecraft:recipes/redstone/dropper,minecraft:recipes/redstone/dropper§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:dropper,null
minecraft:recipes/redstone/fence_gate,minecraft:recipes/redstone/fence_gate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:fence_gate,null
minecraft:recipes/redstone/heavy_weighted_pressure_plate,minecraft:recipes/redstone/heavy_weighted_pressure_plate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:heavy_weighted_pressure_plate,null
minecraft:recipes/redstone/hopper,minecraft:recipes/redstone/hopper§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:hopper,null
minecraft:recipes/redstone/iron_door,minecraft:recipes/redstone/iron_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:iron_door,null
minecraft:recipes/redstone/iron_trapdoor,minecraft:recipes/redstone/iron_trapdoor§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:iron_trapdoor,null
minecraft:recipes/redstone/jungle_door,minecraft:recipes/redstone/jungle_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:jungle_door,null
minecraft:recipes/redstone/jungle_fence_gate,minecraft:recipes/redstone/jungle_fence_gate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:jungle_fence_gate,null
minecraft:recipes/redstone/lever,minecraft:recipes/redstone/lever§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:lever,null
minecraft:recipes/redstone/light_weighted_pressure_plate,minecraft:recipes/redstone/light_weighted_pressure_plate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:light_weighted_pressure_plate,null
minecraft:recipes/redstone/noteblock,minecraft:recipes/redstone/noteblock§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:noteblock,null
minecraft:recipes/redstone/observer,minecraft:recipes/redstone/observer§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:observer,null
minecraft:recipes/redstone/piston,minecraft:recipes/redstone/piston§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:piston,null
minecraft:recipes/redstone/redstone,minecraft:recipes/redstone/redstone§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:redstone,null
minecraft:recipes/redstone/redstone_block,minecraft:recipes/redstone/redstone_block§r,,,,,,,,,,,minecraft:recipes/root,,0,,"minecraft:redstone_block
minecraft:redstone",null
minecraft:recipes/redstone/redstone_lamp,minecraft:recipes/redstone/redstone_lamp§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:redstone_lamp,null
minecraft:recipes/redstone/redstone_torch,minecraft:recipes/redstone/redstone_torch§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:redstone_torch,null
minecraft:recipes/redstone/repeater,minecraft:recipes/redstone/repeater§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:repeater,null
minecraft:recipes/redstone/spruce_door,minecraft:recipes/redstone/spruce_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:spruce_door,null
minecraft:recipes/redstone/spruce_fence_gate,minecraft:recipes/redstone/spruce_fence_gate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:spruce_fence_gate,null
minecraft:recipes/redstone/sticky_piston,minecraft:recipes/redstone/sticky_piston§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:sticky_piston,null
minecraft:recipes/redstone/stone_button,minecraft:recipes/redstone/stone_button§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stone_button,null
minecraft:recipes/redstone/stone_pressure_plate,minecraft:recipes/redstone/stone_pressure_plate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stone_pressure_plate,null
minecraft:recipes/redstone/tnt,minecraft:recipes/redstone/tnt§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:tnt,null
minecraft:recipes/redstone/trapdoor,minecraft:recipes/redstone/trapdoor§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:trapdoor,null
minecraft:recipes/redstone/trapped_chest,minecraft:recipes/redstone/trapped_chest§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:trapped_chest,null
minecraft:recipes/redstone/tripwire_hook,minecraft:recipes/redstone/tripwire_hook§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:tripwire_hook,null
minecraft:recipes/redstone/wooden_button,minecraft:recipes/redstone/wooden_button§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_button,null
minecraft:recipes/redstone/wooden_door,minecraft:recipes/redstone/wooden_door§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_door,null
minecraft:recipes/redstone/wooden_pressure_plate,minecraft:recipes/redstone/wooden_pressure_plate§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_pressure_plate,null
