ID,Group,Input Ingredients,Output Item
opencomputers:upgrade134,,"opencomputers:upgrade:19
",opencomputers:upgrade:19
plustic:metals/alumite_ingot,,plustic:alumiteblock,plustic:alumiteingot x9
plustic:metals/alumite_nugget,,plustic:alumiteingot,plustic:alumitenugget x9
plustic:metals/osgloglas_ingot,,plustic:osgloglasblock,plustic:osgloglasingot x9
plustic:metals/osgloglas_nugget,,plustic:osgloglasingot,plustic:osgloglasnugget x9
plustic:metals/osmiridium_ingot,,plustic:osmiridiumblock,plustic:osmiridiumingot x9
plustic:metals/osmiridium_nugget,,plustic:osmiridiumingot,plustic:osmiridiumnugget x9
jaopca:resource_item_e4qb02,projectred-core:resource_item,"ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby
ore:nuggetRuby",projectred-core:resource_item:200
thermalfoundation:resource_item,thermalfoundation,"ore:oreRuby
ore:dustPetrotheum",projectred-core:resource_item:200 x2
jaopca:resource_item_es2ruy,projectred-core:resource_item,"ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire
ore:nuggetSapphire",projectred-core:resource_item:201
thermalfoundation:resource_item_1,thermalfoundation,"ore:oreSapphire
ore:dustPetrotheum",projectred-core:resource_item:201 x2
jaopca:resource_item_7dho6p,projectred-core:resource_item,"ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot
ore:nuggetPeridot",projectred-core:resource_item:202
thermalfoundation:resource_item_2,thermalfoundation,"ore:orePeridot
ore:dustPetrotheum",projectred-core:resource_item:202 x2
projectred-core:lumar/lumar_white,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeWhite
ore:dyeWhite",projectred-core:resource_item:500
projectred-core:lumar/lumar_orange,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeOrange
ore:dyeOrange",projectred-core:resource_item:501
projectred-core:lumar/lumar_magenta,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeMagenta
ore:dyeMagenta",projectred-core:resource_item:502
projectred-core:lumar/lumar_light_blue,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeLightBlue
ore:dyeLightBlue",projectred-core:resource_item:503
projectred-core:lumar/lumar_yellow,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeYellow
ore:dyeYellow",projectred-core:resource_item:504
projectred-core:lumar/lumar_lime,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeLime
ore:dyeLime",projectred-core:resource_item:505
projectred-core:lumar/lumar_pink,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyePink
ore:dyePink",projectred-core:resource_item:506
projectred-core:lumar/lumar_gray,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeGray
ore:dyeGray",projectred-core:resource_item:507
projectred-core:lumar/lumar_light_gray,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeLightGray
ore:dyeLightGray",projectred-core:resource_item:508
projectred-core:lumar/lumar_cyan,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeCyan
ore:dyeCyan",projectred-core:resource_item:509
projectred-core:lumar/lumar_purple,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyePurple
ore:dyePurple",projectred-core:resource_item:510
projectred-core:lumar/lumar_blue,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeBlue
ore:dyeBlue",projectred-core:resource_item:511
projectred-core:lumar/lumar_brown,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeBrown
ore:dyeBrown",projectred-core:resource_item:512
projectred-core:lumar/lumar_green,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeGreen
ore:dyeGreen",projectred-core:resource_item:513
projectred-core:lumar/lumar_red,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeRed
ore:dyeRed",projectred-core:resource_item:514
projectred-core:lumar/lumar_black,,"ore:dustGlowstone
ore:dustGlowstone
ore:dyeBlack
ore:dyeBlack",projectred-core:resource_item:515
nuclearcraft:item.projectred.expansion.jetpack,nuclearcraft:item.projectred.expansion.jetpack,"projectred-expansion:jetpack
nuclearcraft:rad_shielding",projectred-expansion:jetpack {ncRadiationResistance:0.01d}
nuclearcraft:item.projectred.expansion.jetpack_1,nuclearcraft:item.projectred.expansion.jetpack_1,"projectred-expansion:jetpack
nuclearcraft:rad_shielding:1",projectred-expansion:jetpack {ncRadiationResistance:0.1d}
nuclearcraft:item.projectred.expansion.jetpack_2,nuclearcraft:item.projectred.expansion.jetpack_2,"projectred-expansion:jetpack
nuclearcraft:rad_shielding:2",projectred-expansion:jetpack {ncRadiationResistance:1.0d}
projectred-expansion:items/recipe_plan,,"ore:dyeBlue
minecraft:paper",projectred-expansion:plan
projectred-fabrication:ic_blueprint_reset,,,projectred-fabrication:ic_blueprint
projectred-fabrication:ic_blueprint_copy,,,projectred-fabrication:ic_blueprint x2
projectred-illumination:button/white_button_inverted,,"projectred-illumination:light_button
minecraft:redstone_torch",projectred-illumination:feedback_light_button
projectred-illumination:button/orange_button_inverted,,"projectred-illumination:light_button:1
minecraft:redstone_torch",projectred-illumination:feedback_light_button:1
projectred-illumination:button/purple_button_inverted,,"projectred-illumination:light_button:10
minecraft:redstone_torch",projectred-illumination:feedback_light_button:10
projectred-illumination:button/blue_button_inverted,,"projectred-illumination:light_button:11
minecraft:redstone_torch",projectred-illumination:feedback_light_button:11
projectred-illumination:button/brown_button_inverted,,"projectred-illumination:light_button:12
minecraft:redstone_torch",projectred-illumination:feedback_light_button:12
projectred-illumination:button/green_button_inverted,,"projectred-illumination:light_button:13
minecraft:redstone_torch",projectred-illumination:feedback_light_button:13
projectred-illumination:button/red_button_inverted,,"projectred-illumination:light_button:14
minecraft:redstone_torch",projectred-illumination:feedback_light_button:14
projectred-illumination:button/black_button_inverted,,"projectred-illumination:light_button:15
minecraft:redstone_torch",projectred-illumination:feedback_light_button:15
projectred-illumination:button/magenta_button_inverted,,"projectred-illumination:light_button:2
minecraft:redstone_torch",projectred-illumination:feedback_light_button:2
projectred-illumination:button/light_blue_button_inverted,,"projectred-illumination:light_button:3
minecraft:redstone_torch",projectred-illumination:feedback_light_button:3
projectred-illumination:button/yellow_button_inverted,,"projectred-illumination:light_button:4
minecraft:redstone_torch",projectred-illumination:feedback_light_button:4
projectred-illumination:button/lime_button_inverted,,"projectred-illumination:light_button:5
minecraft:redstone_torch",projectred-illumination:feedback_light_button:5
projectred-illumination:button/pink_button_inverted,,"projectred-illumination:light_button:6
minecraft:redstone_torch",projectred-illumination:feedback_light_button:6
projectred-illumination:button/gray_button_inverted,,"projectred-illumination:light_button:7
minecraft:redstone_torch",projectred-illumination:feedback_light_button:7
projectred-illumination:button/light_gray_button_inverted,,"projectred-illumination:light_button:8
minecraft:redstone_torch",projectred-illumination:feedback_light_button:8
projectred-illumination:button/cyan_button_inverted,,"projectred-illumination:light_button:9
minecraft:redstone_torch",projectred-illumination:feedback_light_button:9
projectred-illumination:button/white_button,,"minecraft:stone_button
projectred-core:resource_item:500
projectred-core:resource_item:500",projectred-illumination:light_button
projectred-illumination:button/orange_button,,"minecraft:stone_button
projectred-core:resource_item:501
projectred-core:resource_item:501",projectred-illumination:light_button:1
projectred-illumination:button/purple_button,,"minecraft:stone_button
projectred-core:resource_item:510
projectred-core:resource_item:510",projectred-illumination:light_button:10
projectred-illumination:button/blue_button,,"minecraft:stone_button
projectred-core:resource_item:511
projectred-core:resource_item:511",projectred-illumination:light_button:11
projectred-illumination:button/brown_button,,"minecraft:stone_button
projectred-core:resource_item:512
projectred-core:resource_item:512",projectred-illumination:light_button:12
projectred-illumination:button/green_button,,"minecraft:stone_button
projectred-core:resource_item:513
projectred-core:resource_item:513",projectred-illumination:light_button:13
projectred-illumination:button/red_button,,"minecraft:stone_button
projectred-core:resource_item:514
projectred-core:resource_item:514",projectred-illumination:light_button:14
projectred-illumination:button/black_button,,"minecraft:stone_button
projectred-core:resource_item:515
projectred-core:resource_item:515",projectred-illumination:light_button:15
projectred-illumination:button/magenta_button,,"minecraft:stone_button
projectred-core:resource_item:502
projectred-core:resource_item:502",projectred-illumination:light_button:2
projectred-illumination:button/light_blue_button,,"minecraft:stone_button
projectred-core:resource_item:503
projectred-core:resource_item:503",projectred-illumination:light_button:3
projectred-illumination:button/yellow_button,,"minecraft:stone_button
projectred-core:resource_item:504
projectred-core:resource_item:504",projectred-illumination:light_button:4
projectred-illumination:button/lime_button,,"minecraft:stone_button
projectred-core:resource_item:505
projectred-core:resource_item:505",projectred-illumination:light_button:5
projectred-illumination:button/pink_button,,"minecraft:stone_button
projectred-core:resource_item:506
projectred-core:resource_item:506",projectred-illumination:light_button:6
projectred-illumination:button/gray_button,,"minecraft:stone_button
projectred-core:resource_item:507
projectred-core:resource_item:507",projectred-illumination:light_button:7
projectred-illumination:button/light_gray_button,,"minecraft:stone_button
projectred-core:resource_item:508
projectred-core:resource_item:508",projectred-illumination:light_button:8
projectred-illumination:button/cyan_button,,"minecraft:stone_button
projectred-core:resource_item:509
projectred-core:resource_item:509",projectred-illumination:light_button:9
projectred-fabrication:ic_gate,,,projectred-integration:gate:34
projectred-transmission:framed/white_framed_wire_re_colour,,"ore:dyeWhite
ore:projredInsFramedWire",projectred-transmission:framed_wire:1
projectred-transmission:framed/cyan_framed_wire_re_colour,,"ore:dyeCyan
ore:projredInsFramedWire",projectred-transmission:framed_wire:10
projectred-transmission:framed/purple_framed_wire_re_colour,,"ore:dyePurple
ore:projredInsFramedWire",projectred-transmission:framed_wire:11
projectred-transmission:framed/blue_framed_wire_re_colour,,"ore:dyeBlue
ore:projredInsFramedWire",projectred-transmission:framed_wire:12
projectred-transmission:framed/brown_framed_wire_re_colour,,"ore:dyeBrown
ore:projredInsFramedWire",projectred-transmission:framed_wire:13
projectred-transmission:framed/green_framed_wire_re_colour,,"ore:dyeGreen
ore:projredInsFramedWire",projectred-transmission:framed_wire:14
projectred-transmission:framed/red_framed_wire_re_colour,,"ore:dyeRed
ore:projredInsFramedWire",projectred-transmission:framed_wire:15
projectred-transmission:framed/black_framed_wire_re_colour,,"ore:dyeBlack
ore:projredInsFramedWire",projectred-transmission:framed_wire:16
projectred-transmission:framed/orange_framed_wire_re_colour,,"ore:dyeOrange
ore:projredInsFramedWire",projectred-transmission:framed_wire:2
projectred-transmission:framed/magenta_framed_wire_re_colour,,"ore:dyeMagenta
ore:projredInsFramedWire",projectred-transmission:framed_wire:3
projectred-transmission:framed/light_blue_framed_wire_re_colour,,"ore:dyeLightBlue
ore:projredInsFramedWire",projectred-transmission:framed_wire:4
projectred-transmission:framed/yellow_framed_wire_re_colour,,"ore:dyeYellow
ore:projredInsFramedWire",projectred-transmission:framed_wire:5
projectred-transmission:framed/lime_framed_wire_re_colour,,"ore:dyeLime
ore:projredInsFramedWire",projectred-transmission:framed_wire:6
projectred-transmission:framed/pink_framed_wire_re_colour,,"ore:dyePink
ore:projredInsFramedWire",projectred-transmission:framed_wire:7
projectred-transmission:framed/gray_framed_wire_re_colour,,"ore:dyeGray
ore:projredInsFramedWire",projectred-transmission:framed_wire:8
projectred-transmission:framed/light_gray_framed_wire_re_colour,,"ore:dyeLightGray
ore:projredInsFramedWire",projectred-transmission:framed_wire:9
projectred-transmission:insulated/white_insulated_wire_re_colour,,"ore:dyeWhite
ore:projredInsulatedWire",projectred-transmission:wire:1
projectred-transmission:insulated/cyan_insulated_wire_re_colour,,"ore:dyeCyan
ore:projredInsulatedWire",projectred-transmission:wire:10
projectred-transmission:insulated/purple_insulated_wire_re_colour,,"ore:dyePurple
ore:projredInsulatedWire",projectred-transmission:wire:11
projectred-transmission:insulated/blue_insulated_wire_re_colour,,"ore:dyeBlue
ore:projredInsulatedWire",projectred-transmission:wire:12
projectred-transmission:insulated/brown_insulated_wire_re_colour,,"ore:dyeBrown
ore:projredInsulatedWire",projectred-transmission:wire:13
projectred-transmission:insulated/green_insulated_wire_re_colour,,"ore:dyeGreen
ore:projredInsulatedWire",projectred-transmission:wire:14
projectred-transmission:insulated/red_insulated_wire_re_colour,,"ore:dyeRed
ore:projredInsulatedWire",projectred-transmission:wire:15
projectred-transmission:insulated/black_insulated_wire_re_colour,,"ore:dyeBlack
ore:projredInsulatedWire",projectred-transmission:wire:16
projectred-transmission:bundled/white_bundled_re_colour,,"ore:dyeWhite
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:18
projectred-transmission:bundled/orange_bundled_re_colour,,"ore:dyeOrange
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:19
projectred-transmission:insulated/orange_insulated_wire_re_colour,,"ore:dyeOrange
ore:projredInsulatedWire",projectred-transmission:wire:2
projectred-transmission:bundled/magenta_bundled_re_colour,,"ore:dyeMagenta
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:20
projectred-transmission:bundled/light_blue_bundled_re_colour,,"ore:dyeLightBlue
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:21
projectred-transmission:bundled/yellow_bundled_re_colour,,"ore:dyeYellow
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:22
projectred-transmission:bundled/lime_bundled_re_colour,,"ore:dyeLime
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:23
projectred-transmission:bundled/pink_bundled_re_colour,,"ore:dyePink
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:24
projectred-transmission:bundled/gray_bundled_re_colour,,"ore:dyeGray
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:25
projectred-transmission:bundled/light_gray_bundled_re_colour,,"ore:dyeLightGray
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:26
projectred-transmission:bundled/cyan_bundled_re_colour,,"ore:dyeCyan
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:27
projectred-transmission:bundled/purple_bundled_re_colour,,"ore:dyePurple
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:28
projectred-transmission:bundled/blue_bundled_re_colour,,"ore:dyeBlue
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:29
projectred-transmission:insulated/magenta_insulated_wire_re_colour,,"ore:dyeMagenta
ore:projredInsulatedWire",projectred-transmission:wire:3
projectred-transmission:bundled/brown_bundled_re_colour,,"ore:dyeBrown
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:30
projectred-transmission:bundled/green_bundled_re_colour,,"ore:dyeGreen
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:31
projectred-transmission:bundled/red_bundled_re_colour,,"ore:dyeRed
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:32
projectred-transmission:bundled/black_bundled_re_colour,,"ore:dyeBlack
ore:projredBundledCable
minecraft:string",projectred-transmission:wire:33
projectred-transmission:insulated/light_blue_insulated_wire_re_colour,,"ore:dyeLightBlue
ore:projredInsulatedWire",projectred-transmission:wire:4
projectred-transmission:insulated/yellow_insulated_wire_re_colour,,"ore:dyeYellow
ore:projredInsulatedWire",projectred-transmission:wire:5
projectred-transmission:insulated/lime_insulated_wire_re_colour,,"ore:dyeLime
ore:projredInsulatedWire",projectred-transmission:wire:6
projectred-transmission:insulated/pink_insulated_wire_re_colour,,"ore:dyePink
ore:projredInsulatedWire",projectred-transmission:wire:7
projectred-transmission:insulated/gray_insulated_wire_re_colour,,"ore:dyeGray
ore:projredInsulatedWire",projectred-transmission:wire:8
projectred-transmission:insulated/light_gray_insulated_wire_re_colour,,"ore:dyeLightGray
ore:projredInsulatedWire",projectred-transmission:wire:9
props:clay_red,,"minecraft:sand
minecraft:dirt
ore:dyeRed",props:clay
props:clay_blue,,"minecraft:sand
minecraft:dirt
ore:dyeBlue",props:clay:1
props:clay_green,,"minecraft:sand
minecraft:dirt
ore:dyeGreen",props:clay:2
quark:acacia_button,quark:acacia_button,minecraft:planks:4,quark:acacia_button
nuclearcraft:item.quark:archaeologist_hat,nuclearcraft:item.quark:archaeologist_hat,"quark:archaeologist_hat
nuclearcraft:rad_shielding",quark:archaeologist_hat {ncRadiationResistance:0.01d}
nuclearcraft:item.quark:archaeologist_hat_1,nuclearcraft:item.quark:archaeologist_hat_1,"quark:archaeologist_hat
nuclearcraft:rad_shielding:1",quark:archaeologist_hat {ncRadiationResistance:0.1d}
nuclearcraft:item.quark:archaeologist_hat_2,nuclearcraft:item.quark:archaeologist_hat_2,"quark:archaeologist_hat
nuclearcraft:rad_shielding:2",quark:archaeologist_hat {ncRadiationResistance:1.0d}
quark:arrow_ender,quark:arrow_ender,"minecraft:arrow
minecraft:ender_pearl",quark:arrow_ender
quark:arrow_explosive,quark:arrow_explosive,"minecraft:arrow
minecraft:gunpowder
minecraft:gunpowder",quark:arrow_explosive
quark:arrow_torch,quark:arrow_torch,"minecraft:arrow
minecraft:torch",quark:arrow_torch
jaopca:biotite_rmawrq,quark:biotite,"ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite
ore:nuggetEnderBiotite",quark:biotite
thermalfoundation:biotite,thermalfoundation,"ore:oreEnderBiotite
ore:dustPetrotheum",quark:biotite x2
jaopca:biotite_h7nlnp,quark:biotite,ore:blockEnderBiotite,quark:biotite x9
quark:birch_button,quark:birch_button,minecraft:planks:2,quark:birch_button
quark:candle_1,quark:candle,"quark:candle
ore:dyeWhite",quark:candle
quark:candle_2,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeWhite",quark:candle x8
quark:candle_3,quark:candle,"quark:candle
ore:dyeOrange",quark:candle:1
quark:candle_4,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeOrange",quark:candle:1 x8
quark:candle_21,quark:candle,"quark:candle
ore:dyePurple",quark:candle:10
quark:candle_22,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyePurple",quark:candle:10 x8
quark:candle_23,quark:candle,"quark:candle
ore:dyeBlue",quark:candle:11
quark:candle_24,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeBlue",quark:candle:11 x8
quark:candle_25,quark:candle,"quark:candle
ore:dyeBrown",quark:candle:12
quark:candle_26,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeBrown",quark:candle:12 x8
quark:candle_27,quark:candle,"quark:candle
ore:dyeGreen",quark:candle:13
quark:candle_28,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeGreen",quark:candle:13 x8
quark:candle_29,quark:candle,"quark:candle
ore:dyeRed",quark:candle:14
quark:candle_30,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeRed",quark:candle:14 x8
quark:candle_31,quark:candle,"quark:candle
ore:dyeBlack",quark:candle:15
quark:candle_32,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeBlack",quark:candle:15 x8
quark:candle_5,quark:candle,"quark:candle
ore:dyeMagenta",quark:candle:2
quark:candle_6,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeMagenta",quark:candle:2 x8
quark:candle_7,quark:candle,"quark:candle
ore:dyeLightBlue",quark:candle:3
quark:candle_8,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeLightBlue",quark:candle:3 x8
quark:candle_9,quark:candle,"quark:candle
ore:dyeYellow",quark:candle:4
quark:candle_10,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeYellow",quark:candle:4 x8
quark:candle_11,quark:candle,"quark:candle
ore:dyeLime",quark:candle:5
quark:candle_12,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeLime",quark:candle:5 x8
quark:candle_13,quark:candle,"quark:candle
ore:dyePink",quark:candle:6
quark:candle_14,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyePink",quark:candle:6 x8
quark:candle_15,quark:candle,"quark:candle
ore:dyeGray",quark:candle:7
quark:candle_16,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeGray",quark:candle:7 x8
quark:candle_17,quark:candle,"quark:candle
ore:dyeLightGray",quark:candle:8
quark:candle_18,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeLightGray",quark:candle:8 x8
quark:candle_19,quark:candle,"quark:candle
ore:dyeCyan",quark:candle:9
quark:candle_20,quark:candle,"quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
quark:candle
ore:dyeCyan",quark:candle:9 x8
quark:charred_nether_bricks,quark:charred_nether_bricks,"minecraft:nether_brick
minecraft:nether_brick
minecraft:nether_brick
minecraft:fire_charge",quark:charred_nether_bricks x3
quark:color_slime,quark:color_slime,"ore:blockSlime
ore:dyeRed",quark:color_slime
quark:color_slime_1,quark:color_slime,"ore:blockSlime
ore:dyeBlue",quark:color_slime:1
quark:color_slime_2,quark:color_slime,"ore:blockSlimeGreen
ore:blockSlimeBlue",quark:color_slime:2 x2
quark:color_slime_3,quark:color_slime,"ore:blockSlimeBlue
ore:blockSlimeRed",quark:color_slime:3 x2
quark:color_slime_4,quark:color_slime,"ore:blockSlimeRed
ore:blockSlimeGreen",quark:color_slime:4 x2
quark:colored_flowerpot_black,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeBlack",quark:colored_flowerpot_black
quark:colored_flowerpot_blue,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeBlue",quark:colored_flowerpot_blue
quark:colored_flowerpot_brown,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeBrown",quark:colored_flowerpot_brown
quark:colored_flowerpot_cyan,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeCyan",quark:colored_flowerpot_cyan
quark:colored_flowerpot_gray,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeGray",quark:colored_flowerpot_gray
quark:colored_flowerpot_green,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeGreen",quark:colored_flowerpot_green
quark:colored_flowerpot_light_blue,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeLightBlue",quark:colored_flowerpot_light_blue
quark:colored_flowerpot_lime,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeLime",quark:colored_flowerpot_lime
quark:colored_flowerpot_magenta,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeMagenta",quark:colored_flowerpot_magenta
quark:colored_flowerpot_orange,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeOrange",quark:colored_flowerpot_orange
quark:colored_flowerpot_pink,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyePink",quark:colored_flowerpot_pink
quark:colored_flowerpot_purple,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyePurple",quark:colored_flowerpot_purple
quark:colored_flowerpot_red,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeRed",quark:colored_flowerpot_red
quark:colored_flowerpot_silver,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeLightGray",quark:colored_flowerpot_silver
quark:colored_flowerpot_white,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeWhite",quark:colored_flowerpot_white
quark:colored_flowerpot_yellow,quark:colored_flower_pot,"minecraft:flower_pot
ore:dyeYellow",quark:colored_flowerpot_yellow
quark:colored_item_frame,quark:colored_item_frame,"minecraft:item_frame
ore:dyeWhite",quark:colored_item_frame
quark:colored_item_frame_1,quark:colored_item_frame,"minecraft:item_frame
ore:dyeOrange",quark:colored_item_frame:1
quark:colored_item_frame_10,quark:colored_item_frame,"minecraft:item_frame
ore:dyePurple",quark:colored_item_frame:10
quark:colored_item_frame_11,quark:colored_item_frame,"minecraft:item_frame
ore:dyeBlue",quark:colored_item_frame:11
quark:colored_item_frame_12,quark:colored_item_frame,"minecraft:item_frame
ore:dyeBrown",quark:colored_item_frame:12
quark:colored_item_frame_13,quark:colored_item_frame,"minecraft:item_frame
ore:dyeGreen",quark:colored_item_frame:13
quark:colored_item_frame_14,quark:colored_item_frame,"minecraft:item_frame
ore:dyeRed",quark:colored_item_frame:14
quark:colored_item_frame_15,quark:colored_item_frame,"minecraft:item_frame
ore:dyeBlack",quark:colored_item_frame:15
quark:colored_item_frame_2,quark:colored_item_frame,"minecraft:item_frame
ore:dyeMagenta",quark:colored_item_frame:2
quark:colored_item_frame_3,quark:colored_item_frame,"minecraft:item_frame
ore:dyeLightBlue",quark:colored_item_frame:3
quark:colored_item_frame_4,quark:colored_item_frame,"minecraft:item_frame
ore:dyeYellow",quark:colored_item_frame:4
quark:colored_item_frame_5,quark:colored_item_frame,"minecraft:item_frame
ore:dyeLime",quark:colored_item_frame:5
quark:colored_item_frame_6,quark:colored_item_frame,"minecraft:item_frame
ore:dyePink",quark:colored_item_frame:6
quark:colored_item_frame_7,quark:colored_item_frame,"minecraft:item_frame
ore:dyeGray",quark:colored_item_frame:7
quark:colored_item_frame_8,quark:colored_item_frame,"minecraft:item_frame
ore:dyeLightGray",quark:colored_item_frame:8
quark:colored_item_frame_9,quark:colored_item_frame,"minecraft:item_frame
ore:dyeCyan",quark:colored_item_frame:9
quark:custom_chest_trap,quark:custom_chest_trap,"quark:custom_chest
minecraft:tripwire_hook",quark:custom_chest_trap
quark:custom_chest_trap_1,quark:custom_chest_trap,"quark:custom_chest:1
minecraft:tripwire_hook",quark:custom_chest_trap:1
quark:custom_chest_trap_2,quark:custom_chest_trap,"quark:custom_chest:2
minecraft:tripwire_hook",quark:custom_chest_trap:2
quark:custom_chest_trap_3,quark:custom_chest_trap,"quark:custom_chest:3
minecraft:tripwire_hook",quark:custom_chest_trap:3
quark:custom_chest_trap_4,quark:custom_chest_trap,"quark:custom_chest:4
minecraft:tripwire_hook",quark:custom_chest_trap:4
quark:dark_oak_button,quark:dark_oak_button,minecraft:planks:5,quark:dark_oak_button
quark:elder_prismarine,quark:elder_prismarine,"ore:blockPrismarineElder
ore:blockPrismarine",quark:elder_prismarine x2
quark:elder_sea_lantern,quark:elder_sea_lantern,"ore:blockPrismarineElder
minecraft:sea_lantern",quark:elder_sea_lantern
quark:gold_button,quark:gold_button,"minecraft:wooden_button
ore:ingotGold",quark:gold_button
quark:gold_button_1,quark:gold_button,"ore:buttonWood
ore:ingotGold",quark:gold_button
quark:iron_button,quark:iron_button,"minecraft:wooden_button
ore:ingotIron",quark:iron_button
quark:iron_button_1,quark:iron_button,"ore:buttonWood
ore:ingotIron",quark:iron_button
quark:jungle_button,quark:jungle_button,minecraft:planks:3,quark:jungle_button
quark:lit_lamp,quark:lit_lamp,"minecraft:redstone_lamp
minecraft:redstone_torch",quark:lit_lamp
quark:magma_bricks,quark:magma_bricks,"minecraft:stonebrick
minecraft:stonebrick
minecraft:magma
minecraft:magma",quark:magma_bricks x4
quark:paper_lantern_1,quark:paper_lantern,"quark:paper_lantern
ore:treeSapling",quark:paper_lantern:1
